age,capital-gain,capital-loss,hours-per-week,education-num,workclass,marital-status,occupation,relationship,sex
38,0,0,40,2,Private,Divorced,Farming-fishing,Unmarried,Male
28,0,0,50,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
21,0,0,40,10,Private,Never-married,Other-service,Own-child,Male
38,0,0,45,13,Private,Divorced,Sales,Unmarried,Male
17,0,0,10,6,Private,Never-married,Sales,Own-child,Female
19,0,0,40,9,Private,Never-married,Other-service,Own-child,Female
45,0,0,38,15,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
27,0,0,50,7,Private,Never-married,Prof-specialty,Not-in-family,Female
45,0,0,40,8,Private,Divorced,Farming-fishing,Not-in-family,Male
46,0,0,40,10,Private,Divorced,Other-service,Unmarried,Female
57,0,0,40,10,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
39,0,0,40,9,Private,Never-married,Craft-repair,Not-in-family,Male
34,99999,0,40,13,Private,Married-civ-spouse,Prof-specialty,Wife,Female
26,0,0,24,6,Private,Never-married,Craft-repair,Other-relative,Male
44,0,0,40,9,Private,Divorced,Prof-specialty,Not-in-family,Male
38,0,0,40,10,Local-gov,Never-married,Protective-serv,Unmarried,Female
49,0,0,40,11,Private,Divorced,Prof-specialty,Unmarried,Female
41,0,0,40,9,Local-gov,Separated,Adm-clerical,Unmarried,Female
52,0,0,40,9,Federal-gov,Never-married,Machine-op-inspct,Not-in-family,Female
30,0,0,40,5,Private,Married-civ-spouse,Farming-fishing,Husband,Male
72,0,0,40,4,State-gov,Widowed,Other-service,Unmarried,Female
48,0,0,42,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
32,0,0,50,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
22,0,0,50,13,Private,Never-married,Prof-specialty,Not-in-family,Male
24,0,0,35,10,Private,Never-married,Handlers-cleaners,Not-in-family,Female
24,0,0,36,10,Private,Divorced,Other-service,Not-in-family,Female
55,0,0,48,5,Private,Married-civ-spouse,Transport-moving,Wife,Female
48,0,0,40,9,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,Male
42,0,0,40,9,Local-gov,Divorced,Exec-managerial,Unmarried,Male
34,0,0,30,14,Private,Married-civ-spouse,Other-service,Husband,Male
40,0,0,42,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
39,0,0,20,10,Self-emp-inc,Married-civ-spouse,Adm-clerical,Wife,Female
45,0,0,50,13,Private,Married-civ-spouse,Craft-repair,Husband,Male
21,0,0,43,10,Private,Never-married,Adm-clerical,Own-child,Male
36,0,1887,40,14,Self-emp-inc,Married-civ-spouse,Tech-support,Husband,Male
28,0,0,40,9,Private,Never-married,Handlers-cleaners,Own-child,Female
57,0,0,40,9,Private,Divorced,Adm-clerical,Unmarried,Female
22,0,0,40,12,Private,Never-married,Adm-clerical,Not-in-family,Female
31,0,0,8,9,Local-gov,Divorced,Adm-clerical,Not-in-family,Female
23,0,0,50,11,Local-gov,Never-married,Prof-specialty,Not-in-family,Female
35,0,0,45,10,Self-emp-not-inc,Never-married,Exec-managerial,Own-child,Male
28,0,1980,40,13,Private,Never-married,Sales,Not-in-family,Male
27,0,0,50,10,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
37,0,1485,50,10,Private,Married-civ-spouse,Tech-support,Husband,Male
33,0,0,55,14,Private,Married-civ-spouse,Exec-managerial,Husband,Male
56,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
50,0,0,50,9,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
35,0,0,40,9,Private,Never-married,Sales,Unmarried,Female
36,0,0,40,13,Private,Never-married,Tech-support,Own-child,Male
59,0,0,35,15,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
42,0,0,60,16,Private,Divorced,Exec-managerial,Not-in-family,Male
21,0,0,30,10,Private,Never-married,Sales,Own-child,Female
24,0,1504,40,10,Private,Never-married,Exec-managerial,Not-in-family,Male
29,0,0,40,13,Private,Never-married,Prof-specialty,Not-in-family,Female
61,0,0,40,16,Private,Married-civ-spouse,Prof-specialty,Husband,Male
35,0,0,48,9,Private,Divorced,Machine-op-inspct,Unmarried,Female
56,0,0,40,11,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
45,0,0,40,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
40,0,0,36,10,Local-gov,Married-civ-spouse,Exec-managerial,Wife,Female
28,2176,0,52,3,Private,Never-married,Other-service,Other-relative,Male
46,0,0,56,14,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
57,0,0,40,9,Private,Married-civ-spouse,Farming-fishing,Husband,Male
41,5013,0,30,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
30,0,0,40,9,Private,Separated,Adm-clerical,Unmarried,Female
21,0,0,40,10,Private,Never-married,Prof-specialty,Own-child,Female
62,0,1977,50,14,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
19,0,0,32,10,Private,Never-married,Transport-moving,Own-child,Male
63,8614,0,38,9,Local-gov,Never-married,Exec-managerial,Not-in-family,Female
39,0,0,70,9,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
40,0,0,55,14,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,Male
27,0,0,35,9,Private,Never-married,Handlers-cleaners,Unmarried,Male
47,0,0,25,12,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
28,0,0,40,9,Private,Never-married,Sales,Own-child,Male
27,0,0,40,10,Private,Married-civ-spouse,Sales,Husband,Male
26,0,0,25,9,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
59,0,0,60,9,Private,Divorced,Prof-specialty,Unmarried,Female
33,0,0,40,10,Private,Married-civ-spouse,Sales,Husband,Male
35,0,0,40,7,Private,Never-married,Machine-op-inspct,Not-in-family,Female
57,0,0,40,9,Private,Married-civ-spouse,Adm-clerical,Husband,Male
30,0,0,40,12,Private,Never-married,Adm-clerical,Unmarried,Female
31,0,0,55,14,Private,Never-married,Exec-managerial,Not-in-family,Male
24,0,0,30,10,Private,Never-married,Handlers-cleaners,Unmarried,Male
36,0,0,55,4,Private,Married-civ-spouse,Farming-fishing,Husband,Male
46,0,0,40,10,Private,Divorced,Exec-managerial,Not-in-family,Female
38,0,0,40,11,State-gov,Never-married,Adm-clerical,Unmarried,Female
19,0,0,15,10,Private,Never-married,Prof-specialty,Own-child,Female
33,4386,0,60,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
59,15024,0,60,15,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,Male
32,7298,0,46,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
58,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
19,0,0,47,8,Private,Never-married,Craft-repair,Own-child,Male
43,0,0,40,9,Private,Never-married,Sales,Not-in-family,Female
20,0,0,40,9,Private,Never-married,Craft-repair,Not-in-family,Male
56,0,0,40,9,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
57,0,0,40,9,Federal-gov,Divorced,Adm-clerical,Unmarried,Female
42,99999,0,80,15,Private,Divorced,Prof-specialty,Not-in-family,Male
62,0,0,40,6,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
37,0,0,45,9,Private,Divorced,Machine-op-inspct,Not-in-family,Male
34,0,0,40,13,Private,Divorced,Craft-repair,Unmarried,Male
24,0,0,40,10,Private,Divorced,Sales,Not-in-family,Male
78,0,0,20,2,Private,Widowed,Handlers-cleaners,Other-relative,Male
43,0,0,50,13,Private,Never-married,Adm-clerical,Not-in-family,Male
60,0,0,40,9,Local-gov,Married-civ-spouse,Other-service,Husband,Male
39,15024,0,40,9,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
21,0,0,35,9,Private,Never-married,Craft-repair,Not-in-family,Male
27,0,0,40,13,Private,Never-married,Exec-managerial,Not-in-family,Female
44,0,0,39,9,State-gov,Divorced,Prof-specialty,Not-in-family,Female
37,0,0,35,2,Private,Divorced,Other-service,Unmarried,Female
31,0,0,40,9,Private,Married-civ-spouse,Other-service,Husband,Male
27,0,0,40,13,Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female
31,0,0,40,9,Private,Married-spouse-absent,Machine-op-inspct,Unmarried,Female
37,0,0,50,13,Self-emp-inc,Married-civ-spouse,Sales,Husband,Male
43,7298,0,40,13,Private,Married-civ-spouse,Tech-support,Husband,Male
18,0,0,16,10,Private,Never-married,Other-service,Own-child,Male
23,0,0,30,11,State-gov,Married-AF-spouse,Adm-clerical,Wife,Female
40,0,2057,40,4,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
22,594,0,20,1,Private,Never-married,Other-service,Own-child,Female
61,0,0,45,13,Self-emp-inc,Married-civ-spouse,Sales,Husband,Male
63,0,0,40,10,Private,Widowed,Exec-managerial,Not-in-family,Female
59,0,0,55,13,Private,Married-civ-spouse,Sales,Husband,Male
33,0,0,54,10,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
51,0,0,40,9,State-gov,Married-civ-spouse,Other-service,Husband,Male
38,0,0,40,9,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
52,7688,0,40,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
47,0,0,55,9,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
20,0,0,10,10,State-gov,Never-married,Adm-clerical,Own-child,Female
53,0,1669,50,13,Private,Never-married,Sales,Unmarried,Male
43,0,0,40,9,Private,Never-married,Machine-op-inspct,Unmarried,Female
26,0,0,75,6,Self-emp-not-inc,Never-married,Exec-managerial,Not-in-family,Male
39,0,0,37,9,Private,Divorced,Transport-moving,Not-in-family,Female
30,0,0,60,9,Private,Separated,Handlers-cleaners,Not-in-family,Male
45,0,0,50,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
25,0,0,40,9,Private,Never-married,Transport-moving,Not-in-family,Male
45,0,0,50,13,Private,Married-civ-spouse,Sales,Husband,Male
25,0,0,55,13,Local-gov,Never-married,Prof-specialty,Not-in-family,Female
48,0,1902,38,12,Private,Married-civ-spouse,Prof-specialty,Husband,Male
32,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
37,0,0,40,9,Private,Married-civ-spouse,Adm-clerical,Husband,Male
51,0,0,30,10,Private,Married-civ-spouse,Exec-managerial,Wife,Female
28,7688,0,40,10,Private,Married-civ-spouse,Other-service,Own-child,Female
28,0,0,50,13,Private,Never-married,Other-service,Not-in-family,Female
28,0,0,48,9,Private,Never-married,Craft-repair,Not-in-family,Male
22,0,0,40,9,Private,Never-married,Other-service,Unmarried,Female
32,0,0,40,11,Private,Divorced,Adm-clerical,Not-in-family,Male
32,0,0,50,13,Private,Never-married,Adm-clerical,Not-in-family,Female
27,0,0,50,14,Private,Never-married,Tech-support,Own-child,Male
54,0,0,45,9,Private,Separated,Adm-clerical,Not-in-family,Female
41,0,1719,40,2,Private,Married-spouse-absent,Handlers-cleaners,Unmarried,Male
46,3103,0,50,13,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
39,0,0,45,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
51,0,0,40,12,Private,Married-civ-spouse,Prof-specialty,Wife,Female
26,0,0,40,10,Private,Never-married,Prof-specialty,Not-in-family,Male
53,0,0,50,9,Private,Divorced,Priv-house-serv,Not-in-family,Female
38,0,0,27,10,State-gov,Married-civ-spouse,Adm-clerical,Husband,Male
18,0,0,20,9,Private,Never-married,Other-service,Own-child,Female
56,0,0,50,14,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
41,0,0,96,3,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
42,0,0,40,13,Private,Divorced,Other-service,Not-in-family,Male
44,0,0,50,5,Private,Never-married,Priv-house-serv,Unmarried,Female
33,0,0,40,9,Private,Married-civ-spouse,Other-service,Wife,Female
43,0,0,45,10,Private,Divorced,Tech-support,Not-in-family,Male
21,0,0,40,10,Private,Never-married,Sales,Not-in-family,Male
45,0,0,40,9,Private,Divorced,Adm-clerical,Unmarried,Female
38,0,0,70,9,Private,Married-civ-spouse,Sales,Husband,Male
38,0,0,38,14,Private,Never-married,Exec-managerial,Not-in-family,Female
33,0,0,40,6,Private,Married-civ-spouse,Craft-repair,Husband,Male
27,0,0,45,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
33,0,0,40,9,Private,Divorced,Machine-op-inspct,Unmarried,Female
43,0,0,40,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
38,0,0,50,13,Private,Divorced,Exec-managerial,Unmarried,Male
50,0,0,51,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
57,0,0,40,10,State-gov,Married-civ-spouse,Prof-specialty,Husband,Male
76,0,0,2,9,Self-emp-not-inc,Widowed,Exec-managerial,Not-in-family,Female
52,0,0,70,9,Self-emp-not-inc,Married-civ-spouse,Transport-moving,Husband,Male
36,0,0,50,9,State-gov,Married-civ-spouse,Exec-managerial,Husband,Male
30,0,0,50,10,Private,Never-married,Sales,Not-in-family,Male
39,2202,0,45,9,Private,Never-married,Exec-managerial,Not-in-family,Female
51,0,0,40,10,Federal-gov,Married-civ-spouse,Exec-managerial,Husband,Male
31,0,0,40,9,Private,Separated,Sales,Unmarried,Female
56,0,0,55,7,Private,Married-civ-spouse,Sales,Husband,Male
28,0,0,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
38,0,0,40,10,Private,Never-married,Sales,Unmarried,Female
49,0,0,50,13,Private,Married-civ-spouse,Sales,Husband,Male
40,0,0,40,9,Private,Married-civ-spouse,Prof-specialty,Husband,Male
23,0,0,40,10,Private,Never-married,Tech-support,Other-relative,Female
44,0,0,40,14,Local-gov,Divorced,Prof-specialty,Unmarried,Female
36,0,0,40,13,State-gov,Married-civ-spouse,Adm-clerical,Wife,Female
31,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Male
24,0,0,40,10,Private,Never-married,Sales,Not-in-family,Male
35,0,0,38,10,Private,Never-married,Adm-clerical,Not-in-family,Female
45,0,0,60,10,Private,Married-civ-spouse,Sales,Husband,Male
46,0,0,40,16,Private,Married-civ-spouse,Prof-specialty,Husband,Male
57,0,0,30,9,Private,Married-civ-spouse,Priv-house-serv,Husband,Male
20,0,0,20,9,Private,Never-married,Handlers-cleaners,Own-child,Male
30,0,0,40,5,Private,Divorced,Exec-managerial,Unmarried,Female
60,0,0,27,9,Private,Divorced,Exec-managerial,Not-in-family,Female
42,0,0,40,14,Local-gov,Never-married,Prof-specialty,Not-in-family,Male
25,8614,0,45,10,Private,Never-married,Exec-managerial,Not-in-family,Female
27,0,0,40,13,Private,Married-civ-spouse,Exec-managerial,Wife,Female
59,0,0,60,14,State-gov,Divorced,Prof-specialty,Not-in-family,Female
18,0,0,30,8,Private,Never-married,Other-service,Own-child,Female
48,0,0,50,10,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
41,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
36,0,0,40,13,Private,Divorced,Sales,Not-in-family,Female
44,15024,0,55,13,Self-emp-inc,Married-civ-spouse,Farming-fishing,Husband,Male
36,0,0,40,10,Private,Never-married,Adm-clerical,Own-child,Female
32,5013,0,60,12,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
26,0,0,25,13,Private,Never-married,Prof-specialty,Not-in-family,Male
58,0,0,45,11,Private,Widowed,Prof-specialty,Unmarried,Female
39,0,0,40,13,State-gov,Never-married,Prof-specialty,Not-in-family,Female
39,0,0,55,9,Private,Separated,Craft-repair,Unmarried,Male
65,1848,0,40,9,Private,Widowed,Craft-repair,Not-in-family,Male
29,0,0,20,10,Private,Married-civ-spouse,Tech-support,Wife,Female
23,0,0,25,13,Private,Never-married,Prof-specialty,Own-child,Female
36,0,0,42,13,Private,Never-married,Tech-support,Not-in-family,Male
32,0,0,40,13,Private,Married-civ-spouse,Other-service,Husband,Male
30,0,0,40,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
38,0,0,40,13,Private,Never-married,Adm-clerical,Not-in-family,Male
25,0,0,40,10,Federal-gov,Married-civ-spouse,Craft-repair,Husband,Male
41,0,0,40,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
31,0,0,40,9,Private,Never-married,Tech-support,Unmarried,Female
66,0,0,15,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Wife,Female
35,0,0,40,10,Self-emp-not-inc,Divorced,Craft-repair,Own-child,Male
36,0,0,35,4,Private,Married-civ-spouse,Farming-fishing,Husband,Male
17,0,0,16,6,Private,Never-married,Other-service,Own-child,Female
31,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
20,0,0,40,9,Private,Never-married,Machine-op-inspct,Own-child,Female
25,0,0,40,13,Private,Never-married,Sales,Own-child,Female
59,0,0,70,10,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
37,0,0,45,12,Private,Never-married,Exec-managerial,Not-in-family,Male
42,0,0,48,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
31,0,0,40,13,Private,Never-married,Prof-specialty,Not-in-family,Female
32,0,1762,45,8,Private,Divorced,Sales,Not-in-family,Female
46,0,0,60,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
36,0,0,40,2,Private,Married-civ-spouse,Other-service,Husband,Male
45,0,0,38,13,State-gov,Married-civ-spouse,Adm-clerical,Husband,Male
19,0,0,20,10,State-gov,Never-married,Other-service,Own-child,Male
38,0,0,25,12,Private,Never-married,Other-service,Own-child,Female
27,0,0,45,9,State-gov,Separated,Protective-serv,Not-in-family,Male
33,0,0,40,11,Private,Divorced,Adm-clerical,Unmarried,Female
55,0,0,58,5,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
46,0,0,40,14,Local-gov,Divorced,Prof-specialty,Unmarried,Female
29,0,0,40,7,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
22,0,0,36,10,Private,Never-married,Adm-clerical,Own-child,Female
59,0,0,50,14,State-gov,Married-civ-spouse,Prof-specialty,Husband,Male
36,0,0,50,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
27,0,0,50,13,Local-gov,Married-spouse-absent,Prof-specialty,Not-in-family,Female
21,0,0,36,12,Private,Never-married,Prof-specialty,Not-in-family,Female
29,0,0,50,13,Private,Divorced,Exec-managerial,Other-relative,Female
53,0,1485,40,13,Private,Married-civ-spouse,Sales,Husband,Male
20,0,0,60,10,Private,Never-married,Transport-moving,Not-in-family,Male
54,0,0,40,10,Private,Married-civ-spouse,Sales,Husband,Male
32,0,0,40,10,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
18,0,0,16,7,Private,Never-married,Other-service,Own-child,Male
55,0,0,48,11,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
40,0,0,50,13,Self-emp-not-inc,Never-married,Prof-specialty,Not-in-family,Male
37,0,0,42,12,Federal-gov,Never-married,Protective-serv,Not-in-family,Male
23,0,0,40,9,Private,Never-married,Craft-repair,Own-child,Male
45,0,0,38,10,Private,Divorced,Adm-clerical,Not-in-family,Male
42,0,0,99,16,Self-emp-not-inc,Never-married,Prof-specialty,Not-in-family,Male
66,0,0,38,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
30,7298,0,40,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
20,0,0,35,8,Private,Never-married,Other-service,Own-child,Male
37,0,0,50,9,Private,Never-married,Transport-moving,Not-in-family,Male
20,0,0,38,9,Private,Never-married,Other-service,Not-in-family,Female
27,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
33,0,0,50,12,Private,Married-civ-spouse,Exec-managerial,Husband,Male
53,0,0,40,4,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
54,0,1902,35,5,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
33,0,0,40,13,Private,Married-civ-spouse,Sales,Husband,Male
22,0,0,40,6,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
39,0,0,40,10,Private,Never-married,Sales,Own-child,Male
23,0,0,25,10,Federal-gov,Never-married,Adm-clerical,Own-child,Female
20,0,0,40,10,Private,Never-married,Handlers-cleaners,Own-child,Male
19,0,0,18,10,Private,Never-married,Other-service,Own-child,Male
24,0,0,60,11,Private,Never-married,Exec-managerial,Own-child,Female
32,0,0,50,14,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
38,0,0,40,10,Private,Divorced,Other-service,Not-in-family,Male
34,0,0,40,10,Federal-gov,Divorced,Tech-support,Not-in-family,Female
39,0,0,35,10,Private,Married-civ-spouse,Tech-support,Husband,Male
45,0,0,45,13,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
21,0,0,40,9,Private,Never-married,Other-service,Other-relative,Male
49,7430,0,40,16,Private,Divorced,Tech-support,Unmarried,Male
44,0,0,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
18,0,0,35,9,Private,Never-married,Other-service,Not-in-family,Female
42,0,0,40,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
49,2174,0,40,7,Private,Widowed,Craft-repair,Not-in-family,Male
51,0,0,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
20,0,0,25,7,Private,Never-married,Other-service,Own-child,Male
41,0,0,40,7,Private,Married-civ-spouse,Craft-repair,Husband,Male
25,0,0,75,10,Private,Never-married,Exec-managerial,Own-child,Male
27,0,0,40,9,Local-gov,Never-married,Transport-moving,Own-child,Male
23,0,0,40,9,Private,Never-married,Other-service,Own-child,Male
37,0,0,40,9,Local-gov,Married-civ-spouse,Other-service,Husband,Male
22,0,0,10,13,Private,Never-married,Prof-specialty,Not-in-family,Female
21,0,0,11,9,Private,Never-married,Protective-serv,Not-in-family,Male
24,594,0,40,9,Private,Never-married,Handlers-cleaners,Own-child,Male
61,0,0,40,9,Private,Divorced,Transport-moving,Not-in-family,Male
63,0,0,24,10,Private,Married-civ-spouse,Other-service,Husband,Male
31,0,0,40,10,Private,Never-married,Other-service,Not-in-family,Female
17,0,0,15,7,Private,Never-married,Sales,Own-child,Female
23,0,0,40,10,Private,Never-married,Handlers-cleaners,Own-child,Male
40,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
47,0,0,72,10,Local-gov,Divorced,Adm-clerical,Not-in-family,Female
55,0,0,45,5,Private,Married-civ-spouse,Sales,Husband,Male
37,0,0,50,10,Self-emp-not-inc,Divorced,Craft-repair,Not-in-family,Male
48,0,0,38,13,Private,Never-married,Sales,Other-relative,Female
67,1848,0,99,9,Private,Divorced,Priv-house-serv,Unmarried,Female
72,0,0,40,10,Self-emp-not-inc,Married-civ-spouse,Other-service,Husband,Male
31,0,0,40,10,Local-gov,Never-married,Protective-serv,Not-in-family,Male
24,0,0,45,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
27,0,0,45,13,Local-gov,Never-married,Prof-specialty,Not-in-family,Female
32,0,0,40,8,Private,Never-married,Farming-fishing,Own-child,Male
61,0,0,50,12,Private,Married-civ-spouse,Exec-managerial,Husband,Male
34,0,0,40,9,Private,Never-married,Craft-repair,Other-relative,Male
40,0,0,40,11,Private,Married-civ-spouse,Handlers-cleaners,Own-child,Male
39,0,0,40,11,Private,Divorced,Tech-support,Not-in-family,Female
49,15024,0,35,15,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
57,0,0,90,4,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
47,0,0,45,10,Private,Married-civ-spouse,Sales,Husband,Male
38,0,0,35,12,Private,Widowed,Sales,Unmarried,Female
77,0,0,40,4,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
20,0,0,8,10,Private,Never-married,Tech-support,Unmarried,Female
37,0,0,30,6,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
43,27828,0,45,12,Self-emp-inc,Never-married,Exec-managerial,Not-in-family,Male
50,0,0,45,9,Private,Divorced,Other-service,Not-in-family,Female
68,0,0,40,4,Self-emp-not-inc,Widowed,Other-service,Not-in-family,Female
55,0,0,40,9,Private,Divorced,Adm-clerical,Not-in-family,Female
52,10520,0,45,14,Local-gov,Never-married,Prof-specialty,Not-in-family,Male
24,0,0,37,9,Private,Never-married,Other-service,Not-in-family,Male
42,0,0,60,13,Private,Never-married,Adm-clerical,Not-in-family,Male
51,2174,0,40,9,Private,Divorced,Handlers-cleaners,Not-in-family,Male
26,0,0,40,9,Private,Married-civ-spouse,Handlers-cleaners,Wife,Female
32,0,1977,40,13,Federal-gov,Married-civ-spouse,Exec-managerial,Wife,Female
51,0,0,40,10,Private,Never-married,Adm-clerical,Own-child,Female
26,0,0,40,9,Private,Never-married,Handlers-cleaners,Not-in-family,Male
46,0,0,8,10,Private,Married-civ-spouse,Sales,Husband,Male
27,0,0,35,9,Private,Never-married,Adm-clerical,Own-child,Female
71,6514,0,40,4,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
30,0,0,40,9,Local-gov,Separated,Other-service,Unmarried,Male
42,0,0,52,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
39,0,0,60,9,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
17,0,0,18,7,Private,Never-married,Farming-fishing,Own-child,Female
20,0,0,35,10,Private,Never-married,Adm-clerical,Own-child,Female
37,0,0,40,9,Private,Divorced,Machine-op-inspct,Unmarried,Male
40,0,0,40,12,Private,Never-married,Prof-specialty,Not-in-family,Male
27,0,0,42,12,Private,Never-married,Other-service,Other-relative,Male
19,0,0,40,6,Private,Never-married,Other-service,Other-relative,Male
29,0,0,40,10,Private,Divorced,Protective-serv,Not-in-family,Male
42,0,0,36,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
31,0,0,40,13,Private,Married-civ-spouse,Adm-clerical,Husband,Male
21,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Female
46,0,0,50,10,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
37,27828,0,50,14,Federal-gov,Never-married,Exec-managerial,Not-in-family,Female
41,0,0,45,13,Self-emp-inc,Widowed,Exec-managerial,Not-in-family,Female
34,0,0,34,8,Private,Separated,Sales,Unmarried,Female
47,0,0,40,2,Private,Widowed,Machine-op-inspct,Unmarried,Male
21,0,0,40,9,Private,Never-married,Exec-managerial,Not-in-family,Female
49,0,0,40,16,Private,Divorced,Exec-managerial,Unmarried,Male
38,0,0,40,14,Private,Never-married,Exec-managerial,Not-in-family,Female
43,0,0,40,14,Federal-gov,Married-civ-spouse,Exec-managerial,Husband,Male
40,0,0,40,13,Self-emp-not-inc,Married-spouse-absent,Exec-managerial,Not-in-family,Male
48,0,0,70,9,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
30,0,0,40,9,State-gov,Divorced,Exec-managerial,Unmarried,Female
38,0,0,38,12,Private,Never-married,Adm-clerical,Not-in-family,Female
30,0,0,40,13,Local-gov,Separated,Prof-specialty,Unmarried,Female
37,0,0,38,9,Private,Never-married,Adm-clerical,Own-child,Male
28,0,0,42,14,Private,Never-married,Sales,Not-in-family,Male
57,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
25,0,0,40,10,Private,Never-married,Craft-repair,Other-relative,Male
40,0,0,40,12,Self-emp-not-inc,Married-civ-spouse,Adm-clerical,Wife,Female
49,0,2179,40,9,Local-gov,Married-civ-spouse,Machine-op-inspct,Husband,Male
44,7688,0,40,10,Private,Married-civ-spouse,Tech-support,Husband,Male
44,0,0,40,9,Private,Widowed,Other-service,Unmarried,Female
18,0,0,40,6,Private,Never-married,Craft-repair,Unmarried,Male
45,0,0,31,9,Private,Married-civ-spouse,Other-service,Husband,Male
